movies_0,news_1,nfl_2,pcmasterrace_3,relationships_4,y,predict
0.675749695375,0.118623240914,0.114892496724,0.00873492090805,0.0819996460788,4,0
0.0,0.0,1.0,0.0,0.0,2,2
0.0,0.00479273905748,0.0,0.0,0.995207260943,3,4
0.0,0.0,1.0,0.0,0.0,2,2
0.717778348702,0.023974986688,0.11977245487,0.138474209739,0.0,1,0
0.0879309329726,0.0406305491566,0.583608954109,0.274363160686,0.0134664030752,2,2
0.0,0.0,0.0,0.0,1.0,4,4
0.0595480624773,0.366874378617,0.562178012345,0.0,0.0113995465611,0,2
1.0,0.0,0.0,0.0,0.0,0,0
1.0,0.0,0.0,0.0,0.0,0,0
,,,,,2,0
0.0,0.192153152506,0.807846847494,0.0,0.0,0,2
0.0,0.0,1.0,0.0,0.0,3,2
0.032690206146,0.104001170953,0.0953082585619,0.174424182453,0.593576181886,0,4
0.0104406479431,0.531669075948,5.29310652971e-05,0.0,0.457837345044,1,1
0.0,0.0,0.0,1.0,0.0,3,3
0.0,0.0,1.0,0.0,0.0,2,2
0.0,1.0,0.0,0.0,0.0,1,1
0.00268684488374,0.876644713436,0.000701952505593,0.119966487961,1.21348982731e-09,0,1
0.0,0.0,0.0,0.0,1.0,4,4
,,,,,0,0
0.0,0.0,1.0,0.0,0.0,2,2
0.950369115119,0.0,0.0496308848806,0.0,0.0,1,0
1.0,0.0,0.0,0.0,0.0,0,0
0.17503864601,0.357026297305,0.219868729284,0.187460976447,0.060605350955,2,1
0.999998068111,1.90587420978e-06,2.59905741969e-08,0.0,2.41823203873e-11,0,0
0.0,0.0,1.0,0.0,0.0,2,2
1.0,0.0,0.0,0.0,0.0,0,0
0.0,0.179520002884,0.000113862660297,0.77463860587,0.0457275285862,2,3
1.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,1.0,4,4
0.00281960126737,0.939517377692,0.0245528346693,0.0299312257341,0.00317896063717,2,1
7.53874974792e-07,0.999999244583,1.54242800949e-09,0.0,0.0,4,1
0.0,0.0,1.0,0.0,0.0,2,2
0.0,8.37541892978e-10,0.999999999162,0.0,0.0,2,2
0.0,0.0,0.0,0.0,1.0,4,4
1.0,0.0,0.0,0.0,0.0,0,0
0.0,1.0,0.0,0.0,0.0,1,1
,,,,,4,0
0.0,6.00919854981e-07,0.0,0.99999939908,0.0,3,3
,,,,,0,0
2.7225287853e-06,1.77802045656e-06,5.63269774632e-07,0.0,0.999994936181,4,4
0.0,0.99981449324,0.0,0.0,0.00018550675948,4,1
0.0,0.0588165571762,1.33014814373e-07,0.0,0.941183309809,4,4
0.563473029802,0.0327000441936,0.402622548486,0.0,0.00120437751844,0,0
0.999510496564,0.000286120759395,3.20717775542e-07,0.000203057516217,4.44228561532e-09,2,0
0.0,0.0,0.0,0.0,1.0,4,4
1.0,0.0,0.0,0.0,0.0,0,0
0.0595713086543,0.836509878607,0.00130357815299,0.0494175889618,0.0531976456243,0,1
0.0,0.0,0.0,0.0,1.0,4,4
0.0,0.0,1.0,0.0,0.0,2,2
,,,,,4,0
1.0,3.86460623562e-15,7.65693969486e-14,0.0,0.0,0,0
0.182355544145,0.171419593035,0.39032807626,0.106884231847,0.149012554713,2,2
0.586098970012,0.151962564266,0.232358929215,0.0175506292795,0.0120289072277,1,0
0.00494345185879,0.994008514647,7.51981617984e-05,0.00095666954099,1.61657914658e-05,1,1
0.999999999999,0.0,1.25705456775e-14,7.60348028641e-13,0.0,0,0
,,,,,0,0
0.0,1.0,0.0,0.0,0.0,1,1
0.00604557788372,0.53886405872,0.00118498129726,0.0153146980701,0.438590684028,4,1
0.0,0.999999999989,0.0,0.0,1.11482372709e-11,1,1
0.0,1.0,0.0,0.0,2.26292247705e-26,1,1
0.985600500231,1.04112906748e-06,0.000126707806577,0.0142711020551,6.48778065946e-07,0,0
1.0,0.0,0.0,0.0,0.0,0,0
0.927641703825,0.0,0.0,0.0,0.0723582961748,4,0
0.0,1.02653231944e-05,0.0,0.0,0.999989734677,4,4
0.000337349510526,0.300478686282,0.0156582604702,0.683525703737,0.0,2,3
1.73786589541e-05,0.0172327087681,0.0,0.00426133835782,0.978488574215,4,4
0.0,0.0,0.0,0.0,1.0,4,4
1.71047543262e-10,9.05787757855e-09,7.96468041146e-11,0.999999990689,2.10396267537e-12,3,3
,,,,,3,0
0.0,0.0,0.0,1.0,0.0,3,3
1.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,1.0,0.0,0.0,2,2
1.18459710094e-05,0.0957981869891,0.904184539424,0.0,5.42761541361e-06,2,2
0.999878330423,1.53307519792e-05,1.44570394018e-05,9.18717791414e-05,1.0006584794e-08,3,0
,,,,,0,0
0.00680525225559,0.0461891791043,0.112698107234,0.467718744018,0.366588717388,1,3
0.0,1.0,0.0,0.0,0.0,1,1
0.0,0.944449094351,0.0551368489025,0.000414056745988,0.0,1,1
0.0,0.999999916846,0.0,0.0,8.31542282574e-08,1,1
0.0,0.419172401617,0.0,0.578571712886,0.00225588549675,3,3
0.99999670384,1.28471625079e-07,0.0,3.16768850828e-06,0.0,0,0
,,,,,1,0
0.0284206311025,7.96238057475e-07,0.969768912487,0.0018096600748,9.71857688853e-11,2,2
0.0,0.999978631535,3.29880016765e-09,0.0,2.13651663285e-05,1,1
,,,,,0,0
0.0,0.0,1.0,0.0,0.0,2,2
0.158309193228,0.0700987656533,0.0,0.0778464631364,0.693745577982,4,4
1.0,0.0,0.0,0.0,0.0,4,0
0.166769414338,0.217017997415,0.330076066421,0.162192999901,0.123943521925,4,2
1.0,0.0,0.0,0.0,0.0,4,0
1.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.999999999992,0.0,8.19911798158e-12,2,2
0.0,7.09859765565e-10,0.0,0.0,0.99999999929,4,4
0.011986277112,0.0128961533921,0.216086719023,0.759030850472,0.0,3,3
,,,,,4,0
0.0,2.71329366889e-06,0.93449773859,0.0654995481165,0.0,2,2
0.0,0.971721187628,0.0,0.0,0.0282788123716,3,1
6.36848289545e-07,0.999999363152,0.0,0.0,0.0,1,1
0.0,6.74842345504e-07,2.66424782758e-05,0.999942948829,2.97338498942e-05,3,3
1.0,0.0,0.0,0.0,0.0,0,0
0.0324965730417,0.0675909602508,6.12417239776e-05,0.592874949685,0.306976275298,4,3
,,,,,3,0
0.0,0.0,1.0,0.0,0.0,2,2
0.990982004637,0.00477190251595,0.0029527657664,0.00121531145229,7.80156285637e-05,0,0
0.0,1.0,0.0,0.0,0.0,1,1
,,,,,3,0
0.0,0.999989546977,0.0,0.0,1.0453023013e-05,1,1
0.999997926434,0.0,2.07356643628e-06,0.0,0.0,0,0
0.999999998914,0.0,1.07559236461e-09,1.05605017444e-11,5.23828532593e-17,0,0
,,,,,3,0
0.0,0.0,0.0,0.0,1.0,4,4
0.0,0.0,1.0,0.0,0.0,2,2
0.591636805845,0.316084740634,0.00517269084512,0.0837279834878,0.00337777918838,3,0
,,,,,0,0
0.0,0.0,0.0,0.0,1.0,4,4
1.0,0.0,0.0,0.0,0.0,0,0
0.0,0.245068035439,0.23838699147,0.474567791463,0.0419771816274,0,3
,,,,,0,0
0.0,1.0,0.0,0.0,0.0,2,1
0.987934734719,0.00695390343542,0.00378552973645,0.00132583210901,0.0,0,0
0.0,0.999987436331,1.25636687905e-05,0.0,0.0,1,1
,,,,,0,0
0.0,0.0,8.00009197565e-06,0.0,0.999991999908,4,4
0.0,1.0,0.0,0.0,0.0,0,1
0.0,0.383048016738,0.0129777518481,0.0,0.603974231414,1,4
,,,,,0,0
0.000135723369591,0.000211991692823,1.15133951598e-05,0.999640274084,4.97458490946e-07,3,3
0.0,0.99999733993,2.66006960861e-06,0.0,0.0,2,1
0.0,0.0,1.0,0.0,0.0,2,2
0.999815391011,0.0,0.000170711748124,0.0,1.38972412421e-05,3,0
0.0,0.998004759223,0.000105482899588,0.00188889803575,8.59841392478e-07,1,1
0.205679635345,0.249393377085,0.285443766376,0.170681937802,0.0888012833914,3,2
0.0,9.07370775728e-07,0.0,0.999999092629,0.0,3,3
0.0,1.0,0.0,0.0,0.0,1,1
0.0,0.0,1.5267853548e-06,0.999998473215,0.0,3,3
0.0,0.0,0.0,1.0,0.0,3,3
0.0,0.0,1.0,0.0,0.0,2,2
1.0,0.0,0.0,0.0,0.0,0,0
0.0725131064696,0.927486889623,3.9069990288e-09,0.0,0.0,1,1
,,,,,1,0
0.020922796673,0.0123342363831,0.964563141377,0.00217982556693,0.0,1,2
,,,,,3,0
0.0,0.0,1.0,0.0,0.0,2,2
0.362816602597,0.348396354643,0.281897440171,0.0,0.00688960258854,1,0
0.0,0.0,0.0,0.0,1.0,4,4
,,,,,2,0
0.00393077497329,6.35854620447e-06,0.0104904404116,0.985572425997,7.19204421799e-11,3,3
0.0,0.0,0.0,0.0,1.0,4,4
2.05687880277e-05,0.00081698218672,8.77649515985e-05,0.999074684074,0.0,3,3
1.0,0.0,0.0,0.0,0.0,0,0
0.000146919559783,0.999768007343,8.50730967696e-05,0.0,0.0,1,1
0.000544779409427,0.0,0.0,0.999455220591,0.0,3,3
0.0,8.88218120538e-06,1.07188337952e-05,0.0,0.999980398985,4,4
0.00821290184449,0.00997417196642,0.00222467342476,0.978779032769,0.000809219995721,3,3
0.999999963358,4.99627392968e-09,3.16456055889e-08,0.0,0.0,0,0
0.0,0.0,1.0,0.0,0.0,2,2
0.0,0.0,1.0,0.0,0.0,3,2
0.0,0.704083375122,0.000615172368545,0.0,0.295301452509,4,1
1.0,0.0,0.0,0.0,0.0,0,0
,,,,,1,0
0.00024239491685,0.000853307218873,0.00103207078167,0.997857425369,1.48017139342e-05,3,3
0.0,0.0,0.0,0.0,1.0,4,4
0.0,1.0,0.0,0.0,0.0,2,1
0.999991209291,5.70201152252e-06,0.0,0.0,3.08869738545e-06,0,0
0.0,0.0,0.0,1.0,0.0,3,3
0.0,0.0,1.0,0.0,0.0,2,2
0.650882748717,0.00320487099628,0.0400845719018,0.303501326706,0.00232648167942,0,0
1.0,0.0,0.0,0.0,0.0,0,0
0.0,0.999999544361,0.0,4.55639307352e-07,0.0,3,1
0.0,0.0,1.0,0.0,0.0,2,2
0.0,0.0,0.0,0.0,1.0,4,4
0.0,0.0,0.0,0.00106235455183,0.998937645448,0,4
0.027277847436,0.0161225900904,0.926224972933,0.0287612288207,0.00161336071969,1,2
,,,,,4,0
0.0,0.18066874616,0.581614394095,0.0,0.237716859745,3,2
0.0,0.0,0.999988884947,0.0,1.11150530894e-05,1,2
,,,,,4,0
0.0,0.0,0.0,0.0,1.0,4,4
0.000885536747194,0.818456786805,0.179861914589,0.000795761859141,0.0,1,1
0.43514139212,0.142000054898,0.101581877886,0.321276675096,0.0,2,0
1.0,2.34035051007e-25,0.0,0.0,0.0,0,0
1.14882077748e-05,0.999978021395,1.01870243618e-05,3.02818349499e-07,5.54327806745e-10,1,1
0.0,0.0,1.0,0.0,0.0,2,2
1.0,1.13243893928e-14,7.47821896361e-15,0.0,0.0,0,0
0.0,0.97077533477,0.0,0.0,0.0292246652297,4,1
0.0,0.0,1.0,0.0,0.0,2,2
0.0,0.0,4.2323149779e-09,0.999999995768,0.0,3,3
,,,,,0,0
0.999999967049,0.0,3.29508333295e-08,0.0,0.0,0,0
0.0,1.0,0.0,0.0,0.0,3,1
0.0412655915789,0.0164023518948,0.92919847514,0.0121142713171,0.00101931006925,2,2
0.0,0.0,1.0,0.0,0.0,2,2
0.0,0.0,0.0,1.0,0.0,3,3
4.36682533766e-07,0.000229366633771,0.0,0.679812664096,0.319957532588,4,3
0.0,0.0,1.0,0.0,0.0,2,2
0.0,0.0,1.0,0.0,0.0,2,2
0.0,0.994386098503,0.00561390149661,0.0,0.0,1,1
1.0,0.0,0.0,0.0,0.0,3,0
5.49195202251e-08,0.999999941816,0.0,0.0,3.26406824327e-09,1,1
0.0,0.0,0.0,0.0,1.0,4,4
0.0,1.0,0.0,0.0,0.0,1,1
0.0876848507151,0.103543038315,0.160545013627,0.645988977978,0.00223811936521,3,3
0.0,0.0,0.0,0.0,1.0,4,4
2.6145731385e-07,0.999999738543,0.0,0.0,0.0,1,1
0.00101103414661,0.000853364954947,0.00744473461822,0.990601943183,8.89230971505e-05,3,3
,,,,,4,0
0.0,0.0,0.0,0.0,1.0,4,4
,,,,,4,0
,,,,,4,0
0.0,1.0,0.0,0.0,0.0,1,1
0.0,0.0,1.0,0.0,0.0,2,2
7.96136443882e-06,0.999992038636,0.0,0.0,0.0,1,1
0.0,0.0,0.0,1.0,0.0,3,3
0.0,0.0,1.0,0.0,0.0,2,2
0.0,1.0,0.0,0.0,0.0,1,1
0.473444247936,0.000258668885648,0.523322675576,0.00297440515237,2.44921207997e-09,2,2
1.0,0.0,1.67603197657e-29,0.0,0.0,0,0
0.0,1.0,0.0,0.0,0.0,1,1
0.0,0.0,1.0,0.0,0.0,2,2
0.0,0.0,0.0,0.0,1.0,4,4
0.333191746601,0.280628470926,0.262811315479,0.00825734155354,0.11511112544,3,0
,,,,,1,0
0.0,0.0,8.64728016681e-28,0.0,1.0,4,4
0.998962072289,0.000104716352971,0.000933211357586,0.0,0.0,0,0
0.0,0.0,0.0,0.0,1.0,4,4
0.977799623031,0.0095400601513,0.00771608175944,0.0,0.00494423505874,0,0
0.0834578198082,0.199742290923,0.43061305837,0.285978534934,0.000208295965382,0,2
0.166769414338,0.217017997415,0.330076066421,0.162192999901,0.123943521925,3,2
0.117825841403,0.0027066105683,5.9547861141e-10,0.0,0.879467547433,1,4
0.00267564273371,0.0,0.0,0.997324357266,0.0,3,3
1.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,1.0,0.0,0.0,2,2
,,,,,3,0
1.21527948045e-08,5.17047214785e-10,0.99999998733,0.0,0.0,2,2
0.0,7.6600892029e-20,0.0,0.0,1.0,4,4
0.0,0.0,0.0,1.0,0.0,3,3
0.945944068397,0.00764535093435,0.00649160203098,0.0350320941812,0.00488688445677,0,0
,,,,,4,0
,,,,,2,0
1.0,0.0,0.0,0.0,0.0,0,0
